                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    108,               0.024247,               0.025474,               0.019871,              0.0017202,                0.86906,                0.80606,                0.84418,                0.54938,                0.82663,                0.77166,                0.78031,                0.39696,               0.023582,               0.027945,               0.020022,              0.0019786,                0.00679,                0.00679,                0.00679
                    109,               0.024109,               0.025754,               0.019488,               0.001694,                  0.865,                0.81078,                0.83967,                0.54337,                0.81387,                0.77476,                0.76495,                0.38677,               0.023729,               0.028151,               0.020098,              0.0019217,                0.00676,                0.00676,                0.00676
                    110,               0.024075,               0.025896,               0.019358,              0.0017254,                0.85406,                0.79555,                0.82861,                0.54641,                 0.8303,                0.76956,                0.78613,                0.39839,               0.023635,               0.028236,                0.02016,              0.0019614,                0.00673,                0.00673,                0.00673
                    111,               0.024204,               0.025664,               0.019732,              0.0017203,                 0.8587,                0.80004,                0.82884,                0.54297,                0.82956,                0.77406,                0.78546,                0.40911,                0.02376,               0.028276,               0.020313,              0.0019393,                 0.0067,                 0.0067,                 0.0067
                    112,                0.02411,               0.025605,               0.019742,              0.0017134,                0.86718,                0.79308,                 0.8312,                0.54738,                0.82225,                0.76218,                0.77718,                 0.4124,               0.023715,               0.028198,               0.020223,              0.0019282,                0.00667,                0.00667,                0.00667
                    113,               0.024076,               0.025814,               0.019746,              0.0016848,                0.86111,                0.79822,                0.83043,                0.54194,                0.80835,                 0.7599,                 0.7598,                0.38545,               0.023844,               0.028404,               0.020295,              0.0019928,                0.00664,                0.00664,                0.00664
                    114,               0.023706,               0.025379,                0.01922,              0.0016587,                0.85335,                0.80043,                0.82684,                0.54251,                 0.8071,                0.76373,                0.76984,                0.39247,               0.023744,               0.028295,               0.020508,              0.0019583,                0.00661,                0.00661,                0.00661
                    115,                  0.024,               0.025919,                 0.0198,              0.0016947,                0.85345,                0.80488,                 0.8331,                0.54397,                 0.8031,                0.75083,                0.76071,                0.38354,               0.023754,               0.028445,               0.020407,              0.0019741,                0.00658,                0.00658,                0.00658
                    116,               0.023475,               0.025295,               0.019684,              0.0015956,                0.85793,                0.80863,                0.83391,                0.54083,                0.82133,                0.74933,                0.75711,                0.37903,                0.02353,               0.028388,               0.020229,              0.0019664,                0.00655,                0.00655,                0.00655
                    117,               0.023756,               0.025438,               0.019298,              0.0016785,                0.86827,                0.80382,                0.84074,                0.55033,                0.84196,                0.75255,                0.77348,                 0.3882,               0.023409,               0.028352,                0.02009,              0.0019208,                0.00652,                0.00652,                0.00652
                    118,                0.02386,               0.025398,               0.019856,              0.0017004,                0.87272,                0.79646,                0.83737,                0.54859,                0.82414,                0.75085,                 0.7724,                0.38584,               0.023459,               0.028348,               0.020127,               0.001912,                0.00649,                0.00649,                0.00649
                    119,               0.023553,               0.025624,               0.019735,                0.00167,                0.88827,                0.79079,                0.83665,                0.54978,                0.84196,                0.74795,                 0.7678,                0.38992,                 0.0234,                0.02825,               0.020038,              0.0019127,                0.00646,                0.00646,                0.00646
                    120,               0.023415,               0.025089,               0.019048,              0.0015734,                0.86812,                0.80632,                0.83523,                0.54808,                0.82338,                0.77435,                0.78032,                0.39127,               0.023347,               0.028338,               0.020125,              0.0018457,                0.00643,                0.00643,                0.00643
                    121,                0.02356,               0.025277,               0.019437,              0.0016382,                0.86692,                0.80031,                0.84743,                0.55397,                 0.8238,                0.75402,                0.78409,                0.39016,               0.023369,               0.028345,                0.02017,              0.0018078,                 0.0064,                 0.0064,                 0.0064
                    122,               0.023502,               0.025504,               0.019612,              0.0016644,                0.84804,                0.81073,                0.84031,                0.55342,                0.79747,                0.76619,                0.77324,                 0.3823,               0.023297,               0.028362,               0.020153,              0.0018809,                0.00637,                0.00637,                0.00637
                    123,               0.023545,               0.025711,               0.019457,              0.0015993,                0.84946,                0.79985,                 0.8333,                0.55009,                0.79075,                0.75101,                0.75855,                0.38077,               0.023281,               0.028074,               0.020261,              0.0018275,                0.00634,                0.00634,                0.00634
                    124,               0.023643,               0.025013,                0.01947,              0.0016104,                0.83627,                0.81268,                0.83905,                0.55092,                0.80576,                0.78945,                0.79426,                0.40523,               0.023358,                0.02807,               0.020269,              0.0018646,                0.00631,                0.00631,                0.00631
                    125,               0.023367,               0.025396,               0.019541,              0.0015545,                0.82892,                0.82169,                 0.8501,                0.55419,                0.83518,                0.75176,                  0.786,                0.39694,               0.023415,                0.02804,                0.02034,              0.0019371,                0.00628,                0.00628,                0.00628
                    126,               0.023425,               0.024765,               0.019055,              0.0015272,                0.84495,                0.82222,                0.84761,                0.55114,                 0.8125,                0.77475,                0.78404,                0.41258,               0.023371,               0.028124,               0.020347,              0.0018177,                0.00625,                0.00625,                0.00625
                    127,               0.022853,               0.025047,               0.019038,              0.0015073,                0.84236,                0.83753,                 0.8479,                0.55128,                 0.7943,                0.79826,                0.79018,                0.40415,                0.02339,               0.028195,               0.020407,              0.0018569,                0.00622,                0.00622,                0.00622
                    128,               0.023166,               0.025079,               0.019284,              0.0016467,                0.84523,                 0.8109,                0.84315,                0.54962,                0.77743,                0.75197,                0.74602,                0.37964,               0.023441,                0.02821,               0.020287,              0.0018839,                0.00619,                0.00619,                0.00619
                    129,               0.023049,               0.024589,               0.018753,              0.0015494,                0.85626,                0.80659,                0.84194,                0.54402,                0.79879,                 0.7698,                0.77014,                  0.392,                0.02328,               0.028192,                 0.0202,              0.0019044,                0.00616,                0.00616,                0.00616
                    130,               0.023066,               0.024828,               0.018896,              0.0015114,                0.86109,                0.79248,                0.84998,                0.55368,                0.82258,                0.75918,                0.78217,                0.40064,               0.023291,               0.028186,               0.020247,              0.0018445,                0.00613,                0.00613,                0.00613
                    131,               0.023203,               0.024561,               0.018919,              0.0016103,                0.86731,                0.79469,                0.84112,                0.54506,                 0.8268,                0.76181,                0.77621,                0.40316,               0.023472,               0.028304,               0.020347,              0.0017625,                 0.0061,                 0.0061,                 0.0061
                    132,               0.023042,                0.02502,               0.019007,              0.0015589,                0.87206,                 0.8002,                0.85344,                0.55164,                0.84185,                0.75797,                0.79619,                0.40752,               0.023248,               0.028086,                0.02033,              0.0017574,                0.00607,                0.00607,                0.00607
                    133,                0.02307,               0.024729,               0.019311,              0.0015449,                0.85384,                0.80457,                0.82631,                0.54927,                0.81901,                0.74987,                0.76132,                0.39574,               0.023306,               0.028169,               0.020321,              0.0018569,                0.00604,                0.00604,                0.00604
                    134,               0.022988,               0.024926,               0.019149,              0.0015947,                0.84654,                0.81698,                0.84329,                 0.5514,                0.83934,                0.75866,                0.78414,                0.39775,               0.023203,               0.028161,                0.02024,              0.0018255,                0.00601,                0.00601,                0.00601
                    135,                0.02298,               0.024701,                0.01875,              0.0015227,                0.85134,                0.81204,                0.84122,                0.55042,                0.79162,                0.76895,                0.75344,                0.38696,               0.023252,               0.028293,               0.020296,              0.0018308,                0.00598,                0.00598,                0.00598
                    136,               0.022906,               0.024643,               0.018791,              0.0015708,                0.85269,                0.81708,                0.84029,                0.55115,                0.80471,                0.77945,                0.76122,                0.37835,               0.023271,               0.028343,               0.020201,              0.0018742,                0.00595,                0.00595,                0.00595
                    137,                0.02286,                0.02455,               0.019378,              0.0015473,                0.87255,                  0.798,                0.83705,                0.54835,                 0.8316,                0.75877,                0.77553,                0.39567,               0.023376,               0.028315,               0.020417,              0.0018836,                0.00592,                0.00592,                0.00592
                    138,               0.022962,               0.024619,                0.01933,              0.0015455,                 0.8573,                0.80835,                0.84367,                0.55353,                0.81737,                0.77091,                 0.7849,                0.39966,               0.023232,               0.028324,               0.020376,              0.0018664,                0.00589,                0.00589,                0.00589
                    139,               0.022896,               0.024751,               0.018859,               0.001488,                0.83159,                0.81087,                0.85125,                0.55917,                0.83472,                0.73376,                0.75597,                0.38138,               0.023174,               0.028201,               0.020332,              0.0018348,                0.00586,                0.00586,                0.00586
                    140,               0.022526,               0.024292,               0.018751,              0.0015276,                0.85514,                 0.8166,                 0.8497,                0.55888,                0.81375,                0.78164,                0.78395,                0.39007,               0.023054,               0.028169,               0.020196,               0.001843,                0.00583,                0.00583,                0.00583
                    141,               0.022723,               0.024487,               0.019176,              0.0015413,                0.85208,                0.82829,                0.84827,                 0.5582,                0.80872,                0.77322,                0.76962,                0.38932,               0.022957,               0.027996,               0.020084,              0.0018855,                 0.0058,                 0.0058,                 0.0058
                    142,               0.022676,               0.024475,               0.019043,              0.0015037,                0.83846,                0.83044,                0.84956,                0.55111,                0.75651,                0.77501,                0.73474,                0.37276,               0.023072,               0.027988,               0.020199,              0.0019141,                0.00577,                0.00577,                0.00577
                    143,               0.022617,               0.024399,               0.018853,              0.0015143,                 0.8136,                0.83574,                0.84916,                0.55908,                0.78447,                0.76807,                0.77658,                0.39687,                0.02306,               0.027988,               0.020176,              0.0018202,                0.00574,                0.00574,                0.00574
                    144,               0.022468,               0.024448,               0.018887,              0.0014852,                0.84758,                0.83979,                0.84268,                0.55564,                 0.7969,                0.78346,                0.76809,                0.39197,                0.02317,               0.028088,               0.020329,              0.0018717,                0.00571,                0.00571,                0.00571
                    145,               0.022618,               0.024788,               0.018938,              0.0014844,                0.85195,                0.82749,                0.85047,                0.56101,                0.78696,                0.77183,                0.76955,                0.38904,               0.023032,                0.02784,               0.020202,              0.0018733,                0.00568,                0.00568,                0.00568
                    146,               0.022268,               0.024169,               0.018714,              0.0015092,                0.84957,                0.81696,                0.84316,                0.55968,                0.78013,                0.77201,                0.75789,                0.38711,               0.023038,               0.028031,               0.020172,              0.0018606,                0.00565,                0.00565,                0.00565
                    147,                0.02257,               0.024642,               0.019265,              0.0015086,                0.85656,                0.81232,                0.83952,                0.55684,                 0.8008,                0.76679,                0.76249,                0.38409,               0.023154,               0.028009,                0.02018,              0.0018129,                0.00562,                0.00562,                0.00562
                    148,               0.022471,               0.024215,               0.018771,              0.0014402,                 0.8491,                0.80344,                0.83764,                0.55763,                0.79709,                0.75403,                0.76791,                0.38853,               0.023273,               0.028093,               0.020201,              0.0018284,                0.00559,                0.00559,                0.00559
                    149,               0.022252,               0.024585,               0.018834,              0.0014101,                0.83517,                0.82451,                0.84632,                0.55811,                0.78409,                0.77401,                0.77734,                0.39691,               0.023102,               0.027938,                0.02012,              0.0017964,                0.00556,                0.00556,                0.00556
                    150,               0.022265,               0.024127,               0.018489,              0.0014153,                0.85888,                0.82374,                0.85544,                0.56358,                0.79359,                0.77434,                0.77911,                 0.3981,                0.02301,               0.027715,               0.020129,              0.0017772,                0.00553,                0.00553,                0.00553
                    151,               0.022272,                0.02444,               0.018772,              0.0014852,                0.86059,                0.81599,                 0.8513,                0.56424,                0.79489,                0.77875,                0.77654,                0.40771,               0.022989,               0.027927,               0.020084,              0.0018084,                 0.0055,                 0.0055,                 0.0055
                    152,               0.022205,               0.024302,               0.018578,               0.001449,                0.84189,                0.82508,                0.85991,                0.56723,                 0.7762,                0.77136,                0.76615,                 0.3945,               0.023003,               0.027948,               0.020144,              0.0018184,                0.00547,                0.00547,                0.00547
                    153,               0.022275,               0.024452,               0.018281,              0.0014798,                0.84514,                0.82094,                0.86341,                0.56535,                0.76792,                   0.79,                0.77722,                0.38662,                  0.023,               0.027924,               0.020061,              0.0018005,                0.00544,                0.00544,                0.00544
                    154,               0.022057,               0.024156,               0.018052,              0.0014257,                0.83351,                0.82914,                 0.8627,                0.56807,                0.78131,                0.75572,                0.76725,                0.39347,                0.02299,               0.027908,                 0.0201,              0.0017282,                0.00541,                0.00541,                0.00541
                    155,               0.022395,               0.024573,               0.018539,              0.0014671,                0.84454,                 0.8256,                0.85713,                0.56572,                0.79489,                0.76769,                0.77538,                0.40164,               0.022991,               0.027816,               0.020032,              0.0017513,                0.00538,                0.00538,                0.00538
                    156,                0.02207,               0.023798,               0.018216,              0.0013896,                 0.8489,                0.83058,                0.85928,                0.56482,                0.79974,                0.77868,                0.77907,                0.40218,               0.022945,                0.02809,               0.020055,              0.0018483,                0.00535,                0.00535,                0.00535
                    157,               0.022018,               0.024162,               0.018451,              0.0013979,                0.86193,                 0.8298,                0.85119,                0.55991,                0.79976,                0.78258,                0.77698,                0.39984,               0.022989,               0.028096,               0.020088,              0.0018828,                0.00532,                0.00532,                0.00532
                    158,               0.021976,               0.024242,               0.018642,               0.001506,                0.87826,                0.80906,                0.85496,                0.56373,                0.81064,                0.75718,                0.77275,                0.39793,                0.02297,               0.027968,               0.020131,              0.0017916,                0.00529,                0.00529,                0.00529
                    159,               0.021797,               0.023731,                0.01822,              0.0014329,                0.83693,                 0.8256,                0.85032,                0.55941,                0.79527,                0.75999,                0.76834,                0.39809,               0.023026,               0.028013,                0.02014,              0.0018189,                0.00526,                0.00526,                0.00526
                    160,               0.021606,               0.023895,               0.018352,              0.0014861,                0.86124,                0.81571,                0.85219,                 0.5583,                0.80292,                0.76795,                0.77058,                0.40139,               0.023056,               0.027972,                0.02025,              0.0018379,                0.00523,                0.00523,                0.00523
                    161,               0.021601,               0.023841,               0.018217,              0.0014141,                0.86405,                0.81828,                0.84907,                0.55847,                 0.8053,                0.76284,                0.76036,                0.39558,               0.023024,               0.028051,               0.020293,              0.0018203,                 0.0052,                 0.0052,                 0.0052
                    162,               0.021957,               0.024063,               0.018119,              0.0014621,                0.87416,                0.81967,                0.85174,                0.56627,                0.81258,                0.75325,                0.75996,                0.39704,                0.02297,               0.027984,               0.020157,              0.0017771,                0.00517,                0.00517,                0.00517
                    163,                0.02184,               0.023856,               0.018082,              0.0014126,                0.86815,                0.82239,                0.85058,                0.56214,                0.80413,                0.76816,                0.76942,                0.39343,               0.022881,               0.027835,               0.020004,              0.0017985,                0.00514,                0.00514,                0.00514
                    164,               0.021718,               0.023707,               0.018358,              0.0014744,                0.85262,                0.82439,                 0.8432,                0.55784,                0.81564,                0.75925,                0.76996,                0.39923,                 0.0229,               0.027852,               0.020106,              0.0017853,                0.00511,                0.00511,                0.00511
                    165,               0.021494,               0.023713,                  0.018,               0.001421,                 0.8636,                0.81631,                0.84747,                0.56049,                0.81442,                0.76503,                0.76847,                0.40246,                0.02289,               0.027941,                0.02007,              0.0017657,                0.00508,                0.00508,                0.00508
                    166,               0.021657,               0.024083,               0.018573,              0.0014358,                0.86171,                 0.8155,                0.84524,                0.55724,                0.79908,                  0.765,                0.76294,                0.39196,                0.02284,               0.027844,                 0.0201,              0.0017883,                0.00505,                0.00505,                0.00505
                    167,               0.021456,               0.023692,                0.01794,               0.001374,                0.86972,                0.80682,                0.84534,                0.56274,                 0.8139,                0.76035,                0.75967,                 0.3929,               0.022853,               0.027821,               0.020077,              0.0017984,                0.00502,                0.00502,                0.00502
                    168,               0.021458,                0.02378,               0.017552,              0.0013976,                0.88051,                0.80554,                0.84494,                0.56382,                0.84457,                0.78188,                0.80211,                0.41815,               0.022919,               0.027934,                0.02007,              0.0018213,                0.00499,                0.00499,                0.00499
                    169,               0.021525,               0.023545,               0.017372,              0.0013475,                0.86174,                0.81588,                0.84522,                0.56233,                0.83118,                0.78024,                  0.793,                   0.41,               0.022956,               0.028098,               0.020217,              0.0018251,                0.00496,                0.00496,                0.00496
                    170,               0.021642,               0.023741,               0.018323,              0.0014008,                0.85221,                0.83013,                0.84914,                0.56384,                0.80755,                0.79181,                0.78513,                 0.4047,               0.022956,               0.028077,               0.020081,              0.0018177,                0.00493,                0.00493,                0.00493
                    171,               0.021382,               0.023692,               0.017998,              0.0013692,                0.84146,                0.83602,                0.85458,                0.56416,                0.80248,                0.78745,                0.77187,                0.39486,               0.022973,               0.028077,               0.020136,              0.0017887,                 0.0049,                 0.0049,                 0.0049
                    172,               0.021451,               0.023824,               0.017958,              0.0014277,                0.83873,                0.83907,                 0.8591,                0.56544,                0.82232,                0.77366,                0.78491,                0.40125,               0.023017,               0.028045,               0.020147,              0.0017719,                0.00487,                0.00487,                0.00487
                    173,               0.021248,               0.023502,                0.01787,              0.0013691,                0.87517,                 0.8039,                0.85134,                0.56326,                0.81955,                 0.7676,                0.77715,                0.40192,               0.023059,               0.028009,               0.020258,              0.0017721,                0.00484,                0.00484,                0.00484
                    174,               0.021596,               0.023855,               0.018145,              0.0013443,                 0.8361,                0.84451,                0.85471,                0.56493,                0.78976,                0.79933,                 0.7835,                0.40296,               0.023044,               0.028069,               0.020217,              0.0017951,                0.00481,                0.00481,                0.00481
                    175,               0.021237,               0.023519,               0.017846,              0.0013465,                0.85228,                0.82478,                0.85018,                0.56765,                 0.8015,                0.80052,                0.78322,                0.40297,               0.022969,               0.028043,               0.020334,              0.0017546,                0.00478,                0.00478,                0.00478
                    176,                0.02122,               0.023391,               0.018101,              0.0012982,                0.85658,                0.82961,                0.85108,                0.56495,                0.80212,                0.80594,                0.78453,                0.39878,               0.022983,               0.028067,               0.020373,              0.0017681,                0.00475,                0.00475,                0.00475
                    177,               0.021058,               0.023649,                0.01768,               0.001389,                0.83349,                0.84542,                0.85122,                 0.5674,                0.82473,                0.77489,                0.77672,                0.40308,                0.02295,               0.027984,               0.020339,              0.0017874,                0.00472,                0.00472,                0.00472
                    178,               0.021003,               0.023342,               0.018011,              0.0013031,                0.87492,                0.81716,                0.85524,                0.57093,                0.82007,                0.77171,                0.77294,                0.39667,               0.022858,               0.027863,               0.020287,              0.0017511,                0.00469,                0.00469,                0.00469
                    179,               0.021212,               0.023467,               0.017918,              0.0013675,                0.88687,                0.81684,                 0.8577,                0.57042,                0.83722,                0.77762,                0.79375,                0.40555,               0.022833,               0.027999,               0.020251,              0.0017604,                0.00466,                0.00466,                0.00466
                    180,               0.020876,               0.023269,               0.017916,              0.0013193,                0.85376,                 0.8233,                 0.8548,                0.56984,                0.81931,                0.77487,                0.78452,                0.40481,               0.022788,               0.027961,               0.020272,              0.0017626,                0.00463,                0.00463,                0.00463
                    181,               0.021145,               0.023524,               0.017557,               0.001335,                0.86731,                 0.8076,                0.85685,                0.57122,                0.82185,                 0.7687,                0.77979,                0.40408,                 0.0227,               0.027939,               0.020262,              0.0017724,                 0.0046,                 0.0046,                 0.0046
                    182,               0.021326,               0.023407,               0.017473,              0.0013653,                0.87954,                 0.8098,                0.85596,                0.57351,                0.82665,                0.76587,                0.76965,                0.39237,               0.022645,               0.027905,               0.020228,              0.0017656,                0.00457,                0.00457,                0.00457
                    183,               0.020747,               0.023433,               0.017336,              0.0012859,                0.85175,                 0.8365,                0.86288,                0.57699,                0.81495,                0.77226,                0.77441,                 0.3921,               0.022564,               0.027815,               0.020126,               0.001722,                0.00454,                0.00454,                0.00454
                    184,               0.020856,               0.023267,                0.01743,              0.0012794,                0.85952,                0.83246,                0.85891,                0.57669,                0.80975,                0.78817,                0.78083,                0.39441,               0.022486,               0.027755,               0.020117,              0.0016791,                0.00451,                0.00451,                0.00451
                    185,               0.020694,               0.023183,               0.017527,              0.0012596,                0.85668,                0.82478,                0.85668,                0.57369,                0.79939,                0.76997,                0.77146,                0.39826,               0.022444,               0.027845,               0.020143,              0.0016646,                0.00448,                0.00448,                0.00448
                    186,               0.020723,               0.023322,               0.017568,              0.0012753,                0.83608,                0.84202,                0.85285,                0.57189,                0.78847,                0.79511,                 0.7674,                0.39036,               0.022463,               0.027871,               0.020118,              0.0016891,                0.00445,                0.00445,                0.00445
                    187,               0.020832,               0.023267,               0.017605,              0.0013259,                0.85922,                0.82656,                0.85868,                0.57442,                0.79284,                0.78775,                0.77947,                0.39659,                0.02249,               0.027956,                0.02014,              0.0016564,                0.00442,                0.00442,                0.00442
                    188,               0.020766,               0.022981,               0.017319,              0.0012902,                0.85304,                0.84167,                 0.8592,                0.57489,                0.80965,                0.79246,                0.79054,                0.40342,                0.02252,               0.027974,               0.020077,              0.0016458,                0.00439,                0.00439,                0.00439
                    189,                0.02102,               0.023215,                0.01772,              0.0012769,                0.85496,                0.82691,                0.85085,                0.57114,                0.80581,                0.78677,                0.78512,                0.40621,               0.022573,               0.028028,               0.020063,              0.0016492,                0.00436,                0.00436,                0.00436
                    190,               0.020715,               0.022951,               0.017564,              0.0012759,                0.85356,                 0.8343,                0.85165,                0.56976,                 0.8028,                0.78904,                0.77629,                 0.3979,               0.022599,                 0.0281,               0.020097,              0.0016446,                0.00433,                0.00433,                0.00433
                    191,               0.020675,               0.022799,                0.01719,              0.0012872,                0.86271,                0.82742,                0.85312,                0.57072,                0.79793,                0.79219,                 0.7712,                0.38413,               0.022629,               0.028115,               0.020165,              0.0016558,                 0.0043,                 0.0043,                 0.0043
                    192,               0.020568,               0.022998,               0.017367,              0.0013192,                0.87888,                 0.8192,                0.85494,                0.57429,                 0.8234,                0.76741,                  0.777,                0.39538,               0.022627,               0.028083,               0.020163,              0.0016574,                0.00427,                0.00427,                0.00427
                    193,               0.020356,               0.022818,               0.017522,              0.0012493,                0.86722,                0.82523,                0.85305,                0.57411,                0.80001,                0.78784,                0.77032,                0.39061,               0.022619,               0.028087,               0.020182,              0.0016857,                0.00424,                0.00424,                0.00424
                    194,               0.020494,               0.022969,               0.017585,              0.0013234,                 0.8687,                0.82885,                0.85313,                0.57596,                 0.8048,                0.76866,                0.76527,                 0.3865,                0.02267,               0.028093,               0.020258,              0.0016842,                0.00421,                0.00421,                0.00421
                    195,               0.020643,               0.023108,               0.017378,              0.0012713,                0.86693,                0.82983,                0.85458,                0.57504,                 0.8138,                0.78072,                0.77472,                0.39041,               0.022677,               0.028128,               0.020249,              0.0016822,                0.00418,                0.00418,                0.00418
                    196,               0.020461,               0.022787,               0.017113,              0.0013036,                 0.8702,                0.82912,                0.85556,                0.57261,                0.81544,                0.78215,                 0.7719,                 0.3937,               0.022654,               0.028109,               0.020261,              0.0016699,                0.00415,                0.00415,                0.00415
                    197,               0.020247,               0.022618,               0.017127,              0.0012434,                 0.8656,                0.82217,                0.85366,                0.57369,                0.80865,                0.79015,                0.78046,                0.39595,               0.022649,               0.028061,               0.020281,              0.0016552,                0.00412,                0.00412,                0.00412
                    198,               0.020332,               0.022579,               0.017346,              0.0012279,                0.86956,                0.82934,                0.85862,                0.57807,                0.81806,                0.79498,                0.78924,                0.39779,               0.022645,                0.02806,               0.020298,              0.0016621,                0.00409,                0.00409,                0.00409
                    199,               0.020264,               0.022669,               0.017136,              0.0012227,                0.87114,                0.83385,                0.85882,                0.57542,                0.81922,                0.78973,                0.78295,                0.39099,               0.022602,               0.028101,               0.020269,              0.0016474,                0.00406,                0.00406,                0.00406
                    200,               0.020266,               0.022699,                 0.0172,              0.0012595,                0.88125,                0.82791,                0.85709,                0.57554,                0.82097,                0.78334,                0.77781,                0.38874,               0.022586,               0.028087,               0.020271,              0.0016599,                0.00403,                0.00403,                0.00403
                    201,               0.020037,               0.022584,               0.017427,              0.0012223,                0.88739,                 0.8268,                0.86317,                0.57439,                0.83026,                0.77711,                0.78238,                0.39273,               0.022546,               0.028077,               0.020288,              0.0016883,                  0.004,                  0.004,                  0.004
                    202,               0.020328,               0.022726,               0.016925,               0.001263,                0.88862,                0.83072,                0.86648,                0.57924,                0.81974,                0.78401,                0.78079,                0.39445,               0.022509,               0.028018,               0.020266,              0.0016888,                0.00397,                0.00397,                0.00397
                    203,               0.020243,               0.022842,               0.017195,              0.0012955,                0.88258,                0.82305,                0.85709,                0.57426,                0.82671,                0.77698,                0.78302,                0.38738,               0.022572,               0.028044,               0.020313,               0.001674,                0.00394,                0.00394,                0.00394
                    204,               0.020138,               0.022568,               0.017095,              0.0012342,                0.87749,                0.82265,                 0.8574,                0.57304,                0.81645,                0.78582,                0.77997,                0.38785,               0.022629,               0.028011,                0.02032,              0.0016829,                0.00391,                0.00391,                0.00391
                    205,               0.020133,                 0.0226,                0.01698,              0.0011388,                0.87565,                0.82071,                0.85954,                0.57163,                0.80379,                0.78168,                0.77401,                0.38037,               0.022607,               0.028014,               0.020303,              0.0016851,                0.00388,                0.00388,                0.00388
                    206,               0.020276,               0.022876,               0.016965,              0.0012166,                0.87886,                0.81321,                0.85854,                0.57375,                0.81376,                0.78335,                0.77583,                0.37987,               0.022572,               0.028018,               0.020356,              0.0016901,                0.00385,                0.00385,                0.00385
                    207,               0.019954,               0.022667,               0.016994,              0.0012366,                0.87694,                0.81275,                0.85947,                0.57527,                0.80301,                0.76827,                0.76466,                0.38232,               0.022552,               0.027992,               0.020362,              0.0016833,                0.00382,                0.00382,                0.00382
                    208,               0.020085,               0.022954,               0.017172,              0.0012435,                0.86303,                0.81694,                0.85859,                0.57656,                0.80641,                0.78096,                0.77436,                0.38926,               0.022523,               0.027968,               0.020325,               0.001682,                0.00379,                0.00379,                0.00379
                    209,               0.020154,               0.022486,               0.017249,              0.0012458,                0.85339,                0.82903,                0.85589,                0.57569,                0.80379,                0.77771,                0.76735,                0.39191,               0.022519,               0.027938,               0.020301,              0.0016895,                0.00376,                0.00376,                0.00376
                    210,               0.019838,               0.022274,               0.017088,              0.0011863,                0.85722,                0.82838,                0.85762,                0.57681,                0.80218,                0.78509,                0.77277,                0.39729,               0.022548,               0.027959,               0.020313,               0.001699,                0.00373,                0.00373,                0.00373
                    211,               0.020001,               0.022274,                0.01676,              0.0012757,                0.85531,                0.83007,                0.85321,                0.57756,                0.81059,                0.79162,                0.78053,                0.39959,               0.022547,               0.027959,               0.020309,              0.0017268,                 0.0037,                 0.0037,                 0.0037
                    212,               0.020292,                0.02271,               0.017003,              0.0011787,                0.84553,                0.83356,                0.85362,                 0.5788,                 0.7951,                0.78545,                0.77367,                0.40193,               0.022506,               0.027965,                0.02027,              0.0017247,                0.00367,                0.00367,                0.00367
                    213,               0.019791,               0.022222,               0.016654,              0.0011707,                0.85158,                 0.8288,                0.85731,                0.57911,                0.80531,                0.77942,                0.77828,                0.39513,               0.022476,                0.02796,               0.020232,              0.0017164,                0.00364,                0.00364,                0.00364
                    214,               0.019939,               0.022533,               0.017102,              0.0012017,                0.87416,                0.80835,                0.85451,                0.57904,                0.80176,                0.77038,                0.76573,                0.38912,               0.022486,               0.027962,                0.02026,              0.0016875,                0.00361,                0.00361,                0.00361
                    215,               0.019837,               0.022297,                0.01664,               0.001133,                0.87594,                0.81434,                0.85525,                0.57993,                0.81086,                0.77891,                0.77748,                0.39322,               0.022502,                  0.028,                0.02029,               0.001674,                0.00358,                0.00358,                0.00358
                    216,               0.020004,               0.022585,               0.016842,              0.0012425,                 0.8792,                0.81433,                0.85696,                0.58291,                0.80816,                0.77256,                0.77092,                0.38475,               0.022487,               0.027983,               0.020254,              0.0016849,                0.00355,                0.00355,                0.00355
                    217,               0.019949,               0.022583,                0.01701,              0.0012165,                0.87008,                0.81357,                0.85609,                0.58216,                0.79986,                0.79614,                0.78322,                0.38997,               0.022493,               0.027991,               0.020264,              0.0016951,                0.00352,                0.00352,                0.00352
                    218,               0.019571,               0.022162,               0.016558,              0.0011294,                0.87276,                 0.8111,                 0.8563,                0.58343,                0.82244,                0.76962,                0.78448,                0.39173,               0.022501,               0.028026,               0.020281,              0.0017079,                0.00349,                0.00349,                0.00349
                    219,               0.019763,               0.022164,               0.016892,              0.0011798,                0.86799,                0.81634,                0.85559,                0.58077,                0.80865,                0.78317,                0.78573,                0.40004,               0.022509,               0.027996,               0.020263,              0.0017178,                0.00346,                0.00346,                0.00346
                    220,               0.019813,               0.022537,               0.016724,              0.0011619,                0.86187,                0.81795,                0.85219,                0.58001,                0.81448,                0.78133,                0.78527,                0.40611,               0.022507,               0.027937,               0.020262,              0.0017192,                0.00343,                0.00343,                0.00343
